target,0nn,1nn,2nn,3nn,4nn
水社自行車道,日月潭水社親水步道,日月潭自行車道-水社段,小粗坑古道,涵碧步道,百吉林蔭步道
水社大山登山步道,水社大山步道,集集大山,內湖山步道,硬漢嶺,日月潭後尖山步道
水里蛇窯,竹南蛇窯古窯生態博物館,臺大林管處實習工廠,心雕居,金龍窯,添興窯陶藝文化園區
木生昆蟲博物館,台大下坪自然教育園區,亞力山大蝴蝶生態教育農場,錦吉昆蟲館,蝴蝶小鎮休閒園區,昇和香菇農園
日月潭自行車道-月潭段,日月潭─月潭自行車道,水社大山步道,水社大山登山步道,月牙灣,日月潭自行車道-環潭路線
日月潭纜車站,碧湖公園,霄裡大池(霄裡池),夢幻湖,日月潭自行車道-水社段,日月潭自行車道-環潭路線
大雁村澀水社區,武荖坑風景區,坪林生態園區,三空泉登山步道,秋紅谷廣場,麗山農民廣場_麗山公園
土亭仔步道,土亭仔步道,清水岩寺,掃叭石柱,竹山社寮敬聖亭,樟山寺
三聖宮,三忠廟,寧城宮,蘇澳晉安宮(張公廟),大化宮,新莊廣福宮
見晶宮,鳳山天公廟,金華府,大里天公廟(草嶺慶雲宮),砲台山風景區,海印寺
竹石園生態渡假會館,竹山文化園區,台灣原住民族文化園區,綺麗觀光園區,富源森林遊樂區,茂林入口意象公園
林班道商圈,溪頭自然教育園區,羅東林業文化園區,阿底旦文化故事館,馬武督探索森林(綠光小學),東海大學_路思義教堂
化及蠻貊碣,墾丁青年活動中心,大埔石刻,霄裡大池(霄裡池),小粗坑古道,龍洞灣岬步道
龍南天然漆博物館,博愛藝術街,長流當代美術館(桃園館),方圓美術館,後浦16藝文特區,臺華窯
金龍山,埔里虎頭山飛行傘公園,二寮觀日出,南方澳觀景台,南橫天池,壁山
三育基督學院,臺南神學院(原台南神學校校舍暨禮拜堂),靜宜大學_主顧聖母堂,金門基督教會,殷海光故居,天主堂
日月老茶廠,和菓森林,三才靈芝農場,府東創意森林園區(原臺南州立農事試驗場宿舍群),新北市坪林茶業博物館,猫囒山茶業改良場
蓮華池研究中心,漳和濕地,新岑公園,內溝溪生態展示館,鹽水溪口濕地,最佳主茭茭白筍體驗農場
溢水吐,日月潭大竹湖步道,水往上流奇觀,三個磅空自行車道,月洞遊憩區,十分風景特定區(十分遊客中心)
婚紗廣場,水社壩,愛國東路_婚紗街,二寮觀日出,集集大山,柳營尖山埤渡假村
永結同心橋,水雲吊橋,葫蘆國小跨堤人行陸橋,羅浮橋,永興吊橋,六家佃長壽橋
軍史公園,921震災紀念公園,1895八卦山抗日保台史蹟館,小林村紀念公園,岡山228和平紀念公園,八二三戰役勝利紀念碑
泰順廊橋,東河橋風景區,樟原,內葉翅吊橋,接雲寺,烏來吊橋
集元果觀光工廠,香蕉碼頭,旗山生活文化園區,青林農場,旗山老街,陽光綠堤休閒農場
大眾爺祠(大樟樹),大眾爺祠（大樟樹）,天聖宮,左鎮北極殿,台中城隍廟,平鎮褒忠祠(義民廟)
水里親水公園,明潭水庫,水里自行車道-水里水岸線,水里自行車道-車埕至水里線,集集攔河堰,濕地公園
鐵道觀光小學堂,潭南國小(不對外開放參觀),賓朗(檳榔)舊火車站,永續環境教育中心,西寶國小,左鎮月世界生態學園(岡林國小)
車埕火車站,集集火車站,賓朗(檳榔)舊火車站,縱貫鐵路海線清水車站,大山車站,新竹驛(新竹火車站)
雙龍後花園,犁頭山步道,坪頂觀光茶園(茶葉推廣中心),卡拉瓦石板屋,貓空樟樹步道,二尖山步道
石觀音吉仙宮,文興宮,知本福靈宮,護國寺,都城隍廟,北極殿
二坪山,水里親水公園,涼山瀑布,曲冰遺址,孩沙里社區,明潭水庫
頭社水庫,頭社盆地,集集攔河堰,滬尾水道,名間新街冷泉濕地,亨德公園
日月潭特色遊學中心(歐都納戶外山野勇氣館),國立暨南國際大學,千禧公園,杜園,新北市衝浪運動教育園區,福州山公園
伊達邵文物館,日月潭伊達邵,伊達邵碼頭,伊達邵逐鹿市集,日月潭伊達邵親水步道,日月潭土亭仔步道
潭南螢火蟲生態區,利稻部落,頭城農場,竹圃茶園小木屋休閒農場,山豬窟休閒農場,平林休閒農場
達瑪巒文化藝術團劇場,下賓朗部落,成功海洋文化生活圈,臺灣戲曲中心,伊達邵逐鹿市集,樂耕農室內樂團
土虱灣,大羅蘭溪,新武路峽,茂林三大名山-龍頭山、蛇頭山與龜形山,埡口,青蛙石大峽谷
最佳主茭茭白筍體驗農場,泉明生態教育蠶業農場,漳和濕地,鰲鼓濕地,穎達生態休閒農場,頤禾園有機農園
溪南國小(不任意對外開放),潭南國小(不對外開放參觀),菁寮國小,樟湖生態國民中小學,西寶國小,虎形山公園
集集大山,水社大山登山步道,關子嶺大凍山步道&雞籠山,麒麟潭,五寮尖登山步道,日月潭纜車站
臺大林管處實習工廠,大雁村澀水社區,池南國家森林遊樂區,水里蛇窯,滬尾水道,中和瑞穗配水池
日月潭自行車道-伊達邵段,日月潭伊達邵親水步道,伊達邵碼頭,日月潭伊達邵,日月潭纜車站,朝霧碼頭
日月潭自行車道-松柏崙段,茄苳里埤塘公園,頭汴坑溪自行車道,竹田自行車道,和雅谷,環灣自行車道
日月潭自行車道-水社段,水社自行車道,日月潭水社親水步道,涵碧步道,日月潭涵碧步道,小粗坑古道
集集自行車道-環鎮車道,運動公園,六家佃長壽橋,東光園道,福興南和自行車道,山線自行車道(專用道路段)
水里自行車道-車埕至水里線,水里自行車道-水里水岸線,水里親水公園,十分風景特定區(十分遊客中心),天水瀑布,溪口台地
水里自行車道-水里水岸線,水里自行車道-車埕至水里線,水里親水公園,集集攔河堰,荖溪、白鮑溪親水園區,圓覺瀑布
埔里自行車道-桃米至金龍山段,埔里自行車道-桃米至隆生段,埔里自行車道-桃米至九份段,埡口,加里山步道,橫山觀日步道
埔里自行車道-桃米至隆生段,埔里自行車道-桃米至金龍山段,埔里自行車道-桃米至九份段,埋伏坪登山步道,埡口,加里山步道
埔里自行車道-隆生至環潭段,水社商圈,月牙灣,日月潭,日月潭大竹湖步道,日月潭自行車道-潭南段
朝霧碼頭,伊達邵碼頭,日月潭纜車站,水社碼頭,椬梧滯洪池,明德水庫風景區
水社碼頭,水社商圈,朝霧碼頭,椬梧滯洪池,日月潭大竹湖步道,月牙灣
伊達邵碼頭,朝霧碼頭,日月潭伊達邵,日月潭伊達邵親水步道,日月潭自行車道-伊達邵段,伊達邵文物館
泰雅渡假村,泰雅渡假村,烏來溫泉,烏來泰雅民族博物館,桶後溪,烏來遊客中心
九族文化村,大湖公園,石門水庫,烏來老街,富田香草休閒農場(富田花園農場),桐花公園
九龍口大平台,卑南上圳,龍埕,仁義潭水庫,吉利潭,御成路古道
國立暨南國際大學,福州山公園,日月潭特色遊學中心(歐都納戶外山野勇氣館),淡江大學蘭陽校園,溪頭自然教育園區,杜園
中台世界博物館,靈嚴寺,開山院,北投普濟寺,清覺寺,千佛山菩提寺
水社商圈,水社碼頭,月牙灣,椬梧滯洪池,日月潭大竹湖步道,水尾景觀公園
玄光碼頭,日月潭青龍山步道,玄光寺,青龍山步道,玄奘寺,開基武廟
紙農書院,紙農書院-染織紙手創聚落,廣興紙寮,樹火紀念紙博物館,台灣工藝之家-田中窯創意園區,菁寮國小
水社壩,婚紗廣場,蜊埤湖,碧湖（萬大水庫）,雲山水植物農場,羅浮橋
月牙灣,水社商圈,日月潭自行車道-潭南段,椬梧滯洪池,椬梧滯洪池,日月潭
開闢鴻荒碣,八通關古道-萬年亨衢碣,浸水營古道(枋寮段),嘉義公園,孫運璿科技．人文紀念館,八通關社寮古道
貯木池,池南國家森林遊樂區,羅東林業文化園區,文化中心旁杉池,菁桐鐵道故事館,土城區原住民族生態公園
阿嬤洗衣場,大雁村澀水社區,三空泉登山步道,清水岩步道群－二棧坪自然山徑,太平溪人工濕地,水流東桐花步道
伊達邵逐鹿市集,日月潭伊達邵,伊達邵文物館,原住民文化會館,達瑪巒文化藝術團劇場,北投文物館
巴庫拉斯,土石流紀念公園,舊筏灣部落,萬山部落,土城區原住民族生態公園,掃叭石柱
臺灣地理中心碑,日月潭涵碧步道,涵碧步道,台灣地理中心碑,太平風景區,明池森林遊樂區
鎮國寺,噶瑪噶居寺,千佛山菩提寺,清覺寺,白馬山菩提講堂,靈嚴寺
日月潭自行車道-環潭路線,大同山登山步道,日月潭自行車道-水社段,捎來步道,日月潭纜車站,銀河洞登山步道
日月潭自行車道-潭南段,月牙灣,水社商圈,三地門觀光自行車道,日月潭─月潭自行車道,日月潭大竹湖步道
埔里自行車道-桃米至九份段,埔里自行車道-桃米至金龍山段,埔里自行車道-桃米至隆生段,頭汴坑酒桶山自行車道,永豐六分線自行車道,埋伏坪登山步道
水里火車站鐵馬驛站,湳仔溝鐵馬驛站,山線自行車道(專用道路段),湳仔溝自行車道,舊草嶺環狀自行車道,臺東轉運站
埔里虎頭山飛行傘公園,臺灣地理中心碑,金龍山,南方澳觀景台,壁山,陽明山夜景
石壁染織工坊DIY,烏來泰雅民族博物館,台灣工藝之家-巧昕立體繡,斯瓦細格部落,墨林農村文物展示館,環山部落
橫屏背生態賞魚步道(關閉中),鯉魚山步道,鯉魚潭遊客中心,鯉魚潭,落日灣,軟橋段親水公園
北埔老街,莊貢生古厝,東里家風-百年古厝,馬公水仙宮（臺廈郊會館）,公司田溪程氏古厝,水頭聚落
加里山步道,大棟山,大禹嶺,硬漢嶺,關子嶺大凍山步道&雞籠山,馬那邦山登山步道
南庄遊客中心,禮納里遊客中心,榮星花園公園,布農族文物館,臺灣客家文化館,禮納里部落
水濂洞步道,清水岩寺,仙山靈洞宮,清水岩遊憩區,玄光寺,寶來妙通寺
鹿場部落,泰雅渡假村,泰安部落／大巴六九部落,斯瓦細格部落,鹿場,太巴塱部落
十二寮休閒農園,戀戀空港灣休閒農場,潮州市民農園,108賴家休閒農場,豐丘葡萄觀光果園,平林休閒農場
東河瓦祿,VuVu野菜農園,佳興部落,瓦硐張百萬故居,公司田溪程氏古厝,北埔老街
綠世界生態農場,新都生態公園,檨仔林埤濕地公園,大坪頂熱帶植物園,穎達生態休閒農場,碧園
南庄老郵局,吉貝耍平埔文化園區,多納部落,樟原部落,古樓部落,紅葉部落
賽夏族民俗文物館,竹山文化園區,璞園藝術坊,竹藝博物館,玻璃工藝博物館,思微藏物生活空間
海會庵,萬佛庵,觀音寺,海山寺,寶月庵,金山寺﹝開臺金山寺﹞
勸化堂,鶯山廟,壽天宮,元光寺,寶來妙通寺,鳳山天公廟
二寮神木,大眾爺祠（大樟樹）,安霞宮,集集自行車道-綠色隧道段,大眾爺祠(大樟樹),天聖宮
萬佛庵,萬佛庵,社頭清水岩寺,海會庵,萬福庵照牆,禪林寺
捎來步道,大同山登山步道,霧鹿峽谷,埡口,遠望坑親水公園,青山瀑布步道
谷關大道院,慈和宮,九華山地藏庵,北鎮廟,永安宮,靈嚴寺
梨山遊客中心,猫囒山茶業改良場,禮納里遊客中心,玉山國家公園管理處,北投文物館,水湳洞遊客中心_山城美館
Siliq希利克步道,萬豐環山步道,鳥占亭步道,青桐林生態園區,四十二份坪,迷糊步道（米洋溪步道）
豐柏廣場,坑內坑森林步道,登廟步道,萬豐環山步道,蘭潭後山公園,小粗坑古道
田中森林公園,大武國家森林步道,大同山登山步道,宜蘭濱海自行車道,奮起步道,太平山國家森林遊樂區
縣139線景觀道路,楓樹湖,挑水古道,藤山步道,夢幻桐花步道,銅鑼炮仗花海公園
品茶養生園區,坪林生態園區,新北市坪林茶業博物館,台灣農林大寮茶文館,猫囒山茶業改良場,文山農場
月眉池劉宅古厝,徐府竹仔閣,內垵村塔公塔婆,羅漢坪,舊筏灣部落,竹灣螃蟹博物館
橫山賞鷹平台,大湖尖山步道區,賞鷹步道（轆山坑步道）,里龍山步道,關子嶺大凍山步道&雞籠山,五寮尖登山步道
碧山岩,法華寺,諦願寺,劍湖慈光寺,水濂洞步道,湖山岩大佛寺／佛教藝術園區
林先生廟,鄭氏古厝,八通關社寮古道,清水岩寺,林內公園,南寮福德宮
挑水古道,水流東桐花步道,挑水古道,菁桐古道,百吉林蔭步道,御成路古道
荔枝王,雙福休閒農場,圓林仔社區,竹林休閒農業區,高峰植物園,椬梧社區
源泉車站,賓朗(檳榔)舊火車站,勝興陶坊(原十六份文化館),嶺腳車站,十分車站,臺東舊鐵道路廊
龍仔頭,富陽自然生態公園,開闢鴻荒碣,山水綠生態公園,福州山公園,虎井西山公園
一線天步道(封閉整修中),情人谷,圓潭生態園區,石盤鼓瀑布,出水坑步道,茂林谷/羅木斯溪步道
隴頂古道,二八彎古道,蓮花寺步道,縣139線景觀道路,挑水古道,崎路仔步道
(停業中)就是愛荔枝樂園,臺北市立兒童新樂園,壽山動物園,敦安公園,樂活公園,苗栗縣泰雅原住民文化產業區
四十二份坪,四十二份坪步道,奮起步道,知本圳親水公園,杉林溪森林生態渡假園區,水流東桐花步道
襪子王觀光工廠,樂活觀光襪廠,吳福洋襪子故事館,襪仔王觀光工廠,樂活襪之鄉博物館,臺灣織襪文物館
藤山步道,八德落羽松森林,青桐林生態園區,桃源谷,大武國家森林步道,楓林步道
攬勝樓,大尖山風景區,阿里山火車站,鳶峰,東山孚佑宮(仙公廟),十八尖山
思源埡口,思源埡口,大禹嶺,桶後溪,太平山國家森林遊樂區,大羅蘭溪
鄭氏古厝,林先生廟,蘆竹德馨堂,清水趙家古厝,水頭聚落,北埔老街
謝東閔故居,大院子,原東勢公學校宿舍,學海書院_高氏宗祠,孫運璿科技．人文紀念館,胡適紀念館
田頭水文史館,田中火車站,縱貫鐵路海線清水車站,賓朗(檳榔)舊火車站,嶺腳車站,八田與一紀念園區
田中窯燒貓村,台灣工藝之家-田中窯創意園區,新港三朵花的動人故事,三地門工藝步道,菁埔彩繪村,板陶窯交趾剪黏工藝園區
MASK創意生活館,華新MASK創意生活館,安美得傷口照護產業文化館,愛玩色創意館,虹泰水凝膠世界,FLOMO富樂夢橡皮擦觀光工廠
清水那方,台糖牧野渡假村,壽山動物園,文山農場,金門縣農業試驗所,香格里拉樂園
斗山祠,社頭斗山祠,員林市江九合濟陽堂,二林仁和宮,北斗奠安宮,臨濟護國禪寺
源泉文具行,建成圓環,二號倉庫．文創,新店文史館,延平街古井,北投文物館
螺溪石藝館,台灣工藝之家-董坐石硯藝術館,滬尾水道,雙溪公園,二水老街,花蓮縣石雕博物館
八堡圳綠色廊道,嘉義市環市自行車道,山線自行車道(專用道路段),土城媽祖田運動公園,六家佃長壽橋,社子島環島與二重疏洪道自行車道
田中夫妻樹,田中森林公園．赤水崎步道(登山懷舊之旅),千年夫妻樹,田中火車站,東勢梨文化館,北香湖公園
彰化孔子廟,孔廟,埔鹽順澤宮,大甲鎮瀾宮,昭應宮,蓮華寺
清水岩寺,齋明寺古道,水濂洞步道,艋舺清水巖,縣定古蹟紫雲寺,海印寺
十八彎步道,永樂形象商圈,隴頂古道,彰化溪州金色公路,鷹揚八卦,龍目井
二水老街,不老泉,二八水水公園,螺溪石藝館,滬尾水道,鄭氏古厝
二八水水公園,臺北自來水園區,二水八堡圳公園,二水老街,源泉車站,臺北市客家文化主題公園
天長地久橋,鐵線橋通濟宮,軍輝橋,凌波吊橋,水雲吊橋,多納高吊橋
牛埔仔愛情大草原,十鼓仁糖文創園區,后里環保公園,烏嘎彥竹林,五奇之森林,二萬平風景區
象山,太白天聲,利吉惡地,風櫃洞,百年砌石梯田,青灣玄武岩
二延平步道,大坑6號步道,大同山登山步道,二尖山,觀音瀑布風景區(試營運中),大坑8號步道
頂湖步道,頂湖步道,奮起步道,二尖山,崁頭山步道,大湖尖山步道區
奮起步道,太平山國家森林遊樂區,霧鹿峽谷,關子嶺大凍山步道&雞籠山,大同山登山步道,田中森林公園
五奇之日出,祝山觀日平台,南子吝步道,二萬平風景區,猫囒山步道,石棹步道群
五奇之雲海,五奇之晚霞,二萬平,二萬平風景區,阿里山森林遊樂區,五奇之日出
五奇之晚霞,五奇之雲海,二萬平風景區,阿里山火車站,祝山觀日平台,五奇之日出
半天岩紫雲寺,縣定古蹟紫雲寺,半天岩,靈嚴寺,海印寺,法雲寺古道
五奇之森林,樂野,溪頭自然教育園區,太平山國家森林遊樂區,坪林生態園區,大崙山銀杏茶園
五奇之鐵道,新八景之阿里山神木遺跡,竹崎車站,阿里山火車站,阿里山森林鐵路車庫園區,鹿麻產車站
新八景之塔山奇岩,天台山,崁頭山步道,大湖尖山步道區,大尖山風景區,天上山系步道
新八景之小笠原山,五奇之晚霞,阿里山火車站,祝山觀日平台,二萬平風景區,縣定古蹟阿里山貴賓館
新八景之水山巨木,祝山觀日平台,二萬平,五奇之鐵道,阿里山火車站,林田山文化園區
土地公廟,景福祠,斗六福德宮,田尾賜福宮,崁頂福安宮,西門福德祠
新八景之香林拱橋,綠川水岸廊道,烏來紅河谷,麗池九曲橋,青山瀑布步道,龍泉親水公園
新八景之28號巨木,巨木群棧道,苦楝老樹,三代木及象鼻木,石硦林場,楓香巨木群公園
苦楝老樹,千年夫妻樹,新八景之28號巨木,巨木群棧道,楓香巨木群公園,大里杙樹王公
百年砌石梯田,土石流紀念公園,枕頭山,和仁海灘,熾坪隴考古遺址,安宅里˙嶼仔尖塔
新八景之慈雲寺觀景,縣定古蹟紫雲寺,赤山龍湖巖,法雲寺古道,半天岩紫雲寺,海印寺
